wave,AB mag
3233.704369334204,26.406275858673332
3235.6498527361605,nan
3237.5847821242014,nan
3239.5299682929335,nan
3241.4717774178325,nan
3243.4083521650523,25.0907595949812
3245.3478078757075,25.427238961088868
3247.2894175877664,24.602504050771877
3249.23124315591,nan
3251.1701111113584,24.48126000404907
3253.1108128029614,24.579178465732745
3255.05260244547,24.710102942854057
3256.990007984524,24.361381026441954
3258.930772086914,23.79261171847444
3260.8696584038316,24.36610101293416
3262.810351647982,23.763337317687252
3264.749738952207,24.067166825243767
3266.690274013358,23.799505271384326
3268.623195963182,23.578104626414365
3270.569575649568,23.553001314492285
3272.5088726594554,23.396663904169607
3274.4469378402337,23.32242489391097
3276.3827110286597,23.75031097760361
3278.32830479865,23.043571974395014
3280.267212825151,23.38116195235886
3282.2086764114665,23.104974308013745
3284.1457651469514,23.18022002488467
3286.0876039928607,23.142193188226024
3288.025117209943,22.977343359076507
3289.964875145928,22.90451466481374
3291.903724729995,23.03411411575086
3293.8448381674975,22.86434630529478
3295.7842602418555,22.88962344146342
3297.72225430319,22.825052105479706
3299.6633611127495,22.82014430274328
3301.6014704532026,22.770484722658345
3303.541368835584,22.63298912727702
3305.480068933012,22.731059104395577
3307.4199745873166,22.67692278677945
3309.3586390408095,22.61965971943669
3311.298595639598,22.751158891532178
3313.236395302965,22.722395229999854
3315.177031590183,22.795366174328215
3317.1153745661495,22.745423109757333
3319.0538074305427,22.947374132236156
3320.995173631864,22.877519485179114
3322.931363813234,22.913229038568822
3324.8720267420726,22.84514950818029
3326.810710883193,23.005393338649917
3328.74930657484,22.936524433369932
3330.6886093275893,22.961249515001846
3332.627293008844,23.014011733630902
3334.5657762044743,23.30475364374194
3336.5051109921137,23.207034589543504
3338.443889456541,23.225542942705864
3340.382581321742,23.355234747994352
3342.321624233538,23.243600762528295
3344.25981027587,23.496254258496258
3346.199319198511,23.451378213441664
3348.136972187977,23.647725570020576
3350.075523679456,23.401794897312975
3352.012863251952,23.2968186579566
3353.9544023392,23.076389471946705
3355.898829450476,23.208797072000287
3357.829745348387,22.884099837856617
3359.769787280869,22.914757160991734
3361.7068692907133,23.011948970633746
3363.6469937595843,22.738343345885973
3365.582741386745,22.73272256455511
3367.524823370971,22.686946202192793
3369.459667558602,22.622869788542197
3371.400180723708,22.674506311617698
3373.336829761073,22.577500071128988
3375.271973425948,22.503661288236835
3377.2136879707296,22.536176549317695
3379.1527527738076,22.608036273039623
3381.091253525443,22.57422665456175
3383.028690334635,22.627177998146514
3384.9676320762646,22.612261885106058
3386.9055514074635,22.687695542954962
3388.8431884989604,22.712805667214603
3390.782375747749,22.95532055858154
3392.719200611646,22.907793308803797
3394.655757687834,23.090131955382553
3396.596466672028,23.003973048559708
3398.533493107826,23.20499473846892
3400.472192438699,22.973712585319625
3402.4101975245785,23.143955435956208
3404.3469840655175,23.236030034052696
3406.2863372489946,23.02239073033858
3408.2233774026245,23.145738514651235
3410.161976019657,23.20008764920194
3412.098813705783,23.24746555019569
3414.0379307121384,23.062098590839746
3415.9747057579702,23.11978318175317
3417.912884119949,23.01927460061774
3419.85060460303,23.14356155442831
3421.788354973237,23.066843898067894
3423.7259370244788,22.995520416613026
3425.663828071349,22.939968199399736
3427.6010366487635,22.92801345866082
3429.5391756353806,22.92726322378258
3431.4764875291976,22.9091628860319
3433.409413358953,23.025121119900383
3435.351570761713,22.98365920118318
3437.2927469610163,22.81197744260202
3439.225345604524,22.91226353399326
3441.1636539597434,22.775837401260127
3443.1014429994257,22.727897157949066
3445.0381052643147,22.843459092903977
3446.9770586165823,22.710188568241996
3448.9140706265907,22.798176588617558
3450.851347119413,22.818215748207514
3452.7888095973867,22.766571377593017
3454.7259846542797,22.825368356940906
3456.663573386062,22.73565827263949
3458.600350423155,22.841631486488133
3460.538247854822,22.789360961590653
3462.4789288171555,22.8500905365618
3464.412532744047,22.76475234583696
3466.349518601745,22.802672283544858
3468.2866562880486,22.630162017727123
3470.223896244712,22.75108323227949
3472.161085458224,22.66975492135952
3474.09834150416,22.672958400599306
3476.035895950069,22.526712154178988
3477.972445302478,22.697779293640288
3479.9094649032104,22.6023481550612
3481.8463281946565,22.640039664687585
3483.7835905620864,22.699062367259337
3485.7203906673058,22.622630520132653
3487.6574387032288,22.62668497202619
3489.594236804464,22.58861394548611
3491.531275960758,22.678966553192247
3493.4683363635772,22.60680589136137
3495.404344593455,22.78659726075592
3497.341958252083,22.707043015599545
3499.27781524776,22.87617389282793
3501.2158413197867,22.762668915897855
3503.152737859288,22.89079185598849
3505.088635546056,22.910768380020706
3507.026413925606,22.92157308119358
3508.962214373727,22.910244373313724
3510.9002840197945,23.0617903682541
3512.8348376474896,23.027336231088363
3514.7736838892197,22.931238332139166
3516.7095109741954,23.13115917593489
3518.644692381775,23.091877110988968
3520.584657385023,23.012409411626656
