wave,AB mag
3231.2162059947273,24.676365845495717
3233.148455180679,25.34005073257294
3235.08468667123,nan
3237.0222789990194,nan
3238.9670650856633,27.973699137618716
3240.88690001542,25.369443421262467
3242.819358505053,nan
3244.744192097717,24.709027310385032
3246.6947966009984,25.205379238565932
3248.6224850760045,25.25081833029035
3250.567340438555,24.44330916085594
3252.4988560991133,24.263275363444173
3254.414135228282,24.156618847919738
3256.3647091614253,24.77169958214592
3258.284420642686,23.859023558226887
3260.2380805161615,23.74540949302868
3262.1663038973397,23.644924392194532
3264.101276557699,23.879624727201296
3266.031877523766,23.61555666249891
3267.971406134736,23.55869183686783
3269.8845487367016,23.58379778797623
3271.839524573722,23.29976553260928
3273.7702791077177,23.345701801666415
3275.707731547932,23.273698070197717
3277.6327421670594,23.159047366939028
3279.568722983651,23.352607764567757
3281.5027487176003,23.050147280542
3283.436215327402,23.103801708248774
3285.3751938629407,23.062421649544312
3287.2965720850984,23.008034637186192
3289.238570188801,22.87715495450052
3291.173352112327,22.836894997903237
3293.104388677587,22.802049799235768
3295.0468298773253,22.792709689549262
3296.968313247832,22.87774926676631
3298.9069224266473,22.653575961814575
3300.841690487883,22.711018217431707
3302.7808832528835,22.756605494629376
3304.7088811844437,22.647210834301198
3306.639693654014,22.647310157192173
3308.584129209079,22.63754178000432
3310.509901676438,22.600574928572904
3312.4369951145272,22.693241411446074
3314.378815524632,22.625448277288335
3316.3104706387144,22.652400576655104
3318.245966873517,22.730292033715408
3320.1804951202,22.72876391516055
3322.1098397091027,22.78919293273683
3324.049322333177,22.742703798314288
3325.9723298383756,22.80069374743899
3327.912361357499,22.82499399778468
3329.844175572088,22.79382393766172
3331.772107135461,22.905793799464924
3333.719108583706,22.98615645825418
3335.652620114925,22.880363410709826
3337.586870691408,23.073177112201968
3339.512244799775,23.12320686749343
3341.4518077377093,23.038573557800824
3343.3820946374676,23.11588210596124
3345.316967619133,23.170123362933772
3347.248300132807,23.232687332483415
3349.1860188629407,23.228556788426012
3351.100532827576,23.394362594766953
3353.0502648393367,23.211273830908475
3354.9828812305514,23.09380813011696
3356.916497203199,23.12167884699857
3358.8550818380545,23.054851696255803
3360.7878892718377,22.90355902208551
3362.7183712452997,22.809884503030908
3364.6500081051677,22.716582352581234
3366.5878295715283,22.652552746174926
3368.5225068565073,22.627671469439953
3370.4441340623875,22.56049499427197
3372.3895115555865,22.545775699982137
3374.315880748972,22.507574024177295
3376.2519213883747,22.480923460534264
3378.184572844624,22.52946403984793
3380.118472317085,22.499291737048942
3382.05321868139,22.500529851104012
3383.9858748194783,22.410347826341713
3385.9096488401083,22.489499024105946
3387.85366477416,22.54443608914223
3389.778288809576,22.563595305606107
3391.72660284186,22.68115576658517
3393.651886342874,22.708495165026967
3395.5802193745776,22.7971588192735
3397.519286682633,22.865711105061116
3399.4501675657107,22.894627064701147
3401.387080884573,22.90133243732175
3403.3166310699717,22.93309584792771
3405.251900755585,23.03311910209461
3407.187468893079,23.02622414276461
3409.1073687593544,22.922024036579806
3411.0552379638425,23.009257991867933
3412.9889855084602,22.94465719894756
3414.917727753631,22.997856618949918
3416.8517095706766,22.921268778942185
3418.777358526686,23.04019218554331
3420.709325769955,22.97123584472289
3422.6510092601543,22.857769022278013
3424.5820514457737,22.826555906209357
3426.5170469107375,22.953026408582012
3428.443316671873,22.84664272276165
3430.383865479467,22.813699668089008
3432.317673937276,22.774320912485003
3434.2477407553306,22.879083275883836
3436.182529416636,22.739388295545645
3438.1208801862967,22.757076887135632
